Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_Id,Store_Id,Product_Id,Order_qty,Unit_Price,Unit_Cost
SO5658,4/21/2020,Online,USD,10,15,26,7,511.58,365.41
SO5659,2/17/2020,Online,USD,18,54,20,2,585.8,418.43
SO5660,05/08/2020,Online,USD,2,30,47,9,452.03,322.88
SO5661,1/20/2020,Online,USD,22,82,12,8,430.11,307.22
SO5662,3/21/2020,In-Store,USD,18,330,25,9,231.28,165.2
SO5663,4/30/2020,Distributor,USD,21,273,37,1,212.49,151.78
SO5664,01/12/2020,In-Store,USD,22,10,10,9,329.86,235.61
SO5665,04/09/2020,Wholesale,USD,2,151,4,5,640.18,457.27
SO5666,3/23/2020,Distributor,USD,8,179,46,5,195.63,139.74
SO5667,02/03/2020,Online,USD,3,281,42,2,163.97,117.12
SO5668,04/04/2020,In-Store,USD,22,318,38,7,566.05,404.32
SO5669,4/26/2020,Distributor,USD,20,165,35,6,285.96,204.25
SO5670,02/06/2020,Wholesale,USD,14,357,42,6,320.52,228.94
SO5671,02/11/2020,Online,USD,18,281,36,8,222.93,159.23
SO5672,2/13/2020,Distributor,USD,13,269,29,7,215.63,154.02
SO5673,04/01/2020,Wholesale,USD,1,178,18,1,480.16,342.97
SO5674,3/21/2020,In-Store,USD,8,80,6,8,430.32,307.37
SO5675,02/12/2020,Distributor,USD,24,85,44,7,446.5,318.93
SO5676,05/10/2020,Online,USD,10,365,36,7,516.2,368.72
SO5677,2/22/2020,In-Store,USD,19,358,4,10,296.79,211.99
SO5678,1/25/2020,In-Store,USD,11,60,33,3,453.64,324.03
SO5679,1/14/2020,Online,USD,10,144,17,4,579.21,413.72
SO5680,04/05/2020,Wholesale,USD,19,282,15,9,637.29,455.21
SO5681,4/15/2020,Distributor,USD,19,50,16,7,505.09,360.78
SO5682,2/20/2020,Distributor,USD,9,175,25,3,243.24,173.74
SO5683,1/18/2020,Distributor,USD,21,113,18,7,593.08,423.63
SO5684,1/24/2020,Wholesale,USD,3,251,43,9,568.9,406.35
SO5685,3/27/2020,Distributor,USD,24,236,32,10,414.89,296.35
SO5686,04/06/2020,In-Store,USD,1,163,11,7,523.26,373.76
SO5687,4/14/2020,Wholesale,USD,11,73,9,6,351.03,250.73
SO5688,02/08/2020,Distributor,USD,14,329,42,1,628.33,448.81
SO5689,01/07/2020,Wholesale,USD,22,217,35,7,358.06,255.76
SO5690,1/22/2020,Wholesale,USD,25,35,16,5,454.64,324.75
SO5691,04/04/2020,In-Store,USD,18,8,15,3,397.5,283.93
SO5692,2/16/2020,Online,USD,17,132,23,1,591.29,422.35
SO5693,3/26/2020,Online,USD,2,252,16,10,287.28,205.2
SO5694,05/07/2020,Online,USD,21,226,29,1,335.87,239.91
SO5695,01/08/2020,Distributor,USD,23,105,22,6,369.37,263.84
SO5696,4/22/2020,In-Store,USD,8,121,18,10,451.22,322.3
SO5697,2/28/2020,Distributor,USD,17,262,2,10,504.09,360.07
SO5698,02/05/2020,Distributor,USD,19,356,36,9,420.9,300.65
SO5699,3/14/2020,Wholesale,USD,9,59,28,3,538.1,384.36
SO5700,05/03/2020,Distributor,USD,8,53,20,2,301.83,215.59
SO5701,2/17/2020,In-Store,USD,19,83,35,2,508.15,362.96
SO5702,02/12/2020,Distributor,USD,15,296,14,3,363.37,259.55
SO5703,1/24/2020,Wholesale,USD,21,281,14,6,471.08,336.49
SO5704,04/04/2020,Online,USD,10,84,34,4,344.97,246.41
SO5705,04/01/2020,In-Store,USD,16,188,36,8,476.7,340.5
SO5706,03/12/2020,Wholesale,USD,21,215,29,7,289.05,206.46
SO5707,04/03/2020,Distributor,USD,20,287,16,1,323.33,230.95
SO5708,2/27/2020,Wholesale,USD,15,135,41,1,522.69,373.35
SO5709,02/02/2020,In-Store,USD,22,286,45,3,364.4,260.29
SO5710,2/13/2020,Distributor,USD,26,359,25,9,490.53,350.38
SO5711,3/19/2020,Distributor,USD,18,96,20,4,250.32,178.8
SO5712,5/16/2020,Distributor,USD,15,78,19,7,274.59,196.14
SO5713,02/02/2020,Distributor,USD,21,232,8,8,631.31,450.94
SO5714,4/29/2020,Wholesale,USD,12,184,36,10,245.23,175.16
SO5715,4/19/2020,In-Store,USD,19,261,20,5,447.19,319.42
SO5716,03/03/2020,Online,USD,18,22,31,5,424.36,303.11
SO5717,3/22/2020,Distributor,USD,7,276,46,8,591.15,422.25
SO5718,3/20/2020,Distributor,USD,2,151,43,9,265.53,189.66
SO5719,04/07/2020,Distributor,USD,5,154,25,7,311.07,222.19
SO5720,3/20/2020,In-Store,USD,17,314,35,9,181.63,129.73
SO5721,5/14/2020,Wholesale,USD,12,316,28,10,391.84,279.88
SO5722,4/14/2020,Distributor,USD,13,312,29,6,264.26,188.76
SO5723,4/26/2020,In-Store,USD,5,14,47,8,233.77,166.98
SO5724,3/19/2020,Wholesale,USD,1,169,39,2,281.05,200.75
SO5725,5/26/2020,Online,USD,5,343,6,7,616.22,440.16
SO5726,3/13/2020,Wholesale,USD,14,82,42,8,152.42,108.87
SO5727,3/26/2020,Wholesale,USD,10,147,40,9,513.65,366.9
SO5728,5/13/2020,Wholesale,USD,21,64,29,7,234.62,167.59
SO5729,5/20/2020,Wholesale,USD,11,232,47,10,505.12,360.8
SO5730,4/26/2020,In-Store,USD,21,313,35,3,360.08,257.2
SO5731,3/14/2020,Online,USD,26,224,47,9,392.76,280.54
SO5732,01/03/2020,In-Store,USD,21,184,7,8,218.26,155.9
SO5733,01/09/2020,Wholesale,USD,21,6,31,7,313.61,224.01
SO5734,5/27/2020,Wholesale,USD,15,314,9,9,278.65,199.04
SO5735,2/21/2020,In-Store,USD,9,137,29,2,225.21,160.87
SO5736,2/19/2020,In-Store,USD,5,56,38,7,578.64,413.32
SO5737,4/25/2020,In-Store,USD,19,186,26,3,285.48,203.91
SO5738,1/30/2020,Online,USD,23,110,12,5,335.28,239.49
SO5739,05/10/2020,Wholesale,USD,6,203,28,10,263.88,188.48
SO5740,03/04/2020,Distributor,USD,8,120,27,1,463.26,330.9
SO5741,4/24/2020,Wholesale,USD,15,27,11,10,254.05,181.46
SO5742,04/06/2020,Wholesale,USD,3,212,20,9,184.58,131.84
SO5743,3/21/2020,In-Store,USD,20,11,26,5,574.22,410.16
SO5744,04/11/2020,Online,USD,12,80,26,10,583.77,416.98
SO5745,3/15/2020,Wholesale,USD,1,256,47,3,370.16,264.4
SO5746,02/02/2020,In-Store,USD,8,22,14,8,532.58,380.41
SO5747,04/09/2020,In-Store,USD,16,276,35,3,572.47,408.9
SO5748,5/24/2020,In-Store,USD,14,287,36,5,593.56,423.97
SO5749,5/17/2020,In-Store,USD,24,27,18,7,452.45,323.18
SO5750,03/10/2020,Wholesale,USD,11,362,23,2,576.93,412.09
SO5751,4/18/2020,Online,USD,6,28,22,6,191.98,137.13
SO5752,04/11/2020,Wholesale,USD,4,277,3,6,598.59,427.57
SO5753,2/21/2020,In-Store,USD,2,204,12,6,464.88,332.06
SO5754,04/09/2020,In-Store,USD,5,216,32,2,582.34,415.96
SO5755,5/17/2020,Online,USD,9,130,31,9,172.92,123.51
SO5756,01/04/2020,Distributor,USD,20,335,26,7,288.46,206.04
SO5757,4/23/2020,Wholesale,USD,16,137,47,4,618.45,441.75
SO5758,02/05/2020,Wholesale,USD,17,187,5,7,573.32,409.51
SO5759,5/30/2020,Wholesale,USD,24,270,30,8,473.12,337.94
SO5760,3/21/2020,Wholesale,USD,8,219,46,10,196.73,140.52
SO5761,1/26/2020,Online,USD,8,27,42,2,596.3,425.93
SO5762,03/03/2020,Distributor,USD,20,151,9,9,154.08,110.06
SO5763,2/28/2020,In-Store,USD,6,101,14,9,307.22,219.45
SO5764,4/27/2020,In-Store,USD,24,172,25,1,581.52,415.37
SO5765,03/01/2020,Online,USD,10,82,43,4,406.88,290.63
SO5766,1/14/2020,In-Store,USD,7,330,17,10,457.77,326.98
SO5767,03/12/2020,Online,USD,1,89,16,5,315.1,225.07
SO5768,03/05/2020,Distributor,USD,24,197,42,5,431.31,308.08
SO5769,5/29/2020,Wholesale,USD,9,138,28,4,360.54,257.53
SO5770,5/28/2020,Online,USD,21,233,14,6,208.93,149.24
SO5771,1/26/2020,Distributor,USD,9,258,43,6,346.44,247.46
SO5772,3/20/2020,Distributor,USD,3,149,21,3,604.05,431.46
SO5773,2/27/2020,Distributor,USD,7,96,15,4,169.26,120.9
SO5774,5/30/2020,In-Store,USD,12,272,8,10,428.19,305.85
SO5775,4/28/2020,Wholesale,USD,6,129,19,5,376.7,269.07
SO5776,5/26/2020,In-Store,USD,10,299,40,10,578.47,413.19
SO5777,03/06/2020,Online,USD,8,89,33,1,175.67,125.48
SO5778,5/16/2020,Wholesale,USD,5,162,21,10,244.19,174.42
SO5779,01/11/2020,In-Store,USD,17,213,25,2,546.2,390.14
SO5780,2/15/2020,Distributor,USD,7,139,36,5,340.65,243.32
SO5781,1/13/2020,Distributor,USD,7,6,15,1,202.33,144.52
SO5782,02/02/2020,Distributor,USD,23,347,34,5,345.86,247.04
SO5783,3/27/2020,Wholesale,USD,5,303,31,8,322.53,230.38
SO5784,4/20/2020,In-Store,USD,3,230,42,4,391.87,279.91
SO5785,2/16/2020,Online,USD,16,213,32,3,530.21,378.72
SO5786,2/19/2020,Distributor,USD,10,218,36,7,547.79,391.28
SO5787,1/27/2020,In-Store,USD,8,46,19,8,293.21,209.44
SO5788,2/23/2020,Online,USD,9,92,9,2,378.68,270.48
SO5789,2/18/2020,Online,USD,19,151,18,5,497.52,355.37
SO5790,5/14/2020,Wholesale,USD,25,91,3,7,486.98,347.84
SO5791,5/29/2020,In-Store,USD,5,350,21,8,576.55,411.82
SO5792,4/20/2020,Distributor,USD,24,229,22,10,353.19,252.28
SO5793,01/05/2020,Wholesale,USD,6,346,30,7,229.65,164.04
SO5794,03/10/2020,Wholesale,USD,24,342,17,10,444.79,317.71
SO5795,2/22/2020,Online,USD,4,114,28,6,359.79,256.99
SO5796,04/02/2020,In-Store,USD,3,213,3,6,154.74,110.53
SO5797,4/25/2020,In-Store,USD,23,94,42,7,490.49,350.35
SO5798,03/06/2020,Online,USD,12,264,28,4,290.12,207.23
SO5799,02/01/2020,In-Store,USD,12,12,6,9,568.51,406.08
SO5800,5/24/2020,Wholesale,USD,16,150,46,8,419.62,299.73
SO5801,1/27/2020,Online,USD,8,10,40,2,153.91,109.93
SO5802,1/16/2020,Wholesale,USD,22,322,47,10,551.9,394.22
SO5803,4/15/2020,Distributor,USD,10,142,19,1,649.29,463.78
SO5804,02/01/2020,In-Store,USD,15,49,47,2,209.23,149.45
SO5805,3/15/2020,Online,USD,10,275,29,9,313.56,223.97
SO5806,1/20/2020,Distributor,USD,23,93,25,10,610.76,436.25
SO5807,5/21/2020,Online,USD,19,323,28,1,487.52,348.23
SO5808,05/04/2020,Wholesale,USD,10,12,14,7,274.36,195.97
SO5809,5/23/2020,Wholesale,USD,15,62,9,1,501.87,358.48
SO5810,1/20/2020,Online,USD,11,338,23,9,522.98,373.56
SO5811,1/18/2020,In-Store,USD,26,132,42,3,446.66,319.04
SO5812,5/31/2020,Online,USD,9,141,11,9,432.79,309.14
SO5813,3/13/2020,Online,USD,19,363,9,3,545.3,389.5
SO5814,3/28/2020,Wholesale,USD,6,26,19,5,464.74,331.95
SO5815,05/10/2020,Online,USD,20,119,35,2,530.51,378.94
SO5816,4/20/2020,Distributor,USD,14,186,12,3,579.13,413.66
SO5817,4/15/2020,Distributor,USD,26,307,34,1,540.88,386.34
SO5818,5/28/2020,Online,USD,9,53,9,3,301.51,215.36
SO5819,4/23/2020,Distributor,USD,5,186,20,6,171.94,122.81
SO5820,01/05/2020,Online,USD,7,1,13,2,316.85,226.32
SO5821,01/12/2020,In-Store,USD,24,166,32,5,456.95,326.39
SO5822,02/01/2020,Wholesale,USD,6,83,26,5,284.81,203.44
SO5823,1/31/2020,Distributor,USD,23,260,45,8,150.72,107.66
SO5824,3/17/2020,Online,USD,16,106,6,6,218.67,156.19
SO5825,03/04/2020,Wholesale,USD,2,56,5,4,360.21,257.29
SO5826,1/28/2020,Wholesale,USD,13,255,27,9,371.13,265.09
SO5827,3/19/2020,In-Store,USD,24,320,4,2,628.72,449.09
SO5828,01/08/2020,Distributor,USD,25,133,15,9,206.09,147.21
SO5829,3/22/2020,In-Store,USD,18,190,47,1,266.96,190.69
SO5830,4/25/2020,Online,USD,24,36,32,9,167.12,119.37
SO5831,02/02/2020,Wholesale,USD,8,147,31,3,312.25,223.03
SO5832,5/21/2020,Online,USD,7,294,6,8,559.24,399.45
SO5833,02/06/2020,In-Store,USD,14,135,8,4,620.62,443.3
SO5834,05/09/2020,In-Store,USD,8,112,33,3,503.1,359.36
SO5835,04/01/2020,Distributor,USD,12,278,11,6,248.7,177.64
SO5836,01/02/2020,Distributor,USD,4,16,35,3,546.95,390.68
SO5837,3/17/2020,Wholesale,USD,7,347,24,9,389.49,278.21
SO5838,05/06/2020,Distributor,USD,5,328,15,7,622.7,444.78
SO5839,04/06/2020,In-Store,USD,25,101,39,8,233.49,166.78
SO5840,02/10/2020,Distributor,USD,14,332,44,2,188.09,134.35
SO5841,5/21/2020,Distributor,USD,19,141,18,1,299.8,214.14
SO5842,1/26/2020,Wholesale,USD,6,288,32,7,507.84,362.75
SO5843,5/24/2020,In-Store,USD,20,88,2,8,352.14,251.53
SO5844,3/28/2020,In-Store,USD,9,120,31,4,635.14,453.67
SO5845,3/15/2020,Wholesale,USD,19,145,19,7,181.91,129.93
SO5846,2/19/2020,In-Store,USD,7,54,14,10,322.96,230.68
SO5847,02/06/2020,In-Store,USD,15,82,18,2,643.69,459.78
SO5848,4/16/2020,Distributor,USD,12,154,9,3,174.02,124.3
SO5849,03/04/2020,Wholesale,USD,2,86,15,8,449.89,321.35
SO5850,5/16/2020,Online,USD,9,191,10,2,485.41,346.72
SO5851,4/28/2020,Wholesale,USD,5,241,41,5,388.37,277.41
SO5852,3/31/2020,In-Store,USD,4,257,16,1,369.15,263.68
SO5853,03/07/2020,Distributor,USD,16,332,13,7,199.27,142.33
SO5854,5/29/2020,Online,USD,6,82,15,8,358.22,255.87
SO5855,2/16/2020,Wholesale,USD,15,242,38,2,526.42,376.02
SO5856,5/13/2020,Online,USD,12,229,46,1,309.82,221.3
SO5857,02/05/2020,Distributor,USD,20,221,11,1,440.01,314.29
SO5858,05/12/2020,Online,USD,22,359,4,9,574.99,410.71
SO5859,01/10/2020,Online,USD,19,41,43,8,190.31,135.94
SO5860,04/06/2020,Online,USD,26,128,38,4,500.72,357.66
SO5861,1/22/2020,Online,USD,6,153,31,9,440.84,314.88
SO5862,05/12/2020,Wholesale,USD,11,299,17,4,480.17,342.98
SO5863,1/21/2020,Distributor,USD,7,367,28,2,376.08,268.63
SO5864,03/02/2020,Distributor,USD,25,273,16,3,364.81,260.58
SO5865,1/14/2020,Online,USD,26,111,24,10,210.7,150.5
SO5866,3/18/2020,Distributor,USD,11,74,30,5,203.43,145.31
SO5867,01/07/2020,Online,USD,18,358,27,2,224.97,160.69
SO5868,03/11/2020,Wholesale,USD,11,244,12,2,380.36,271.69
SO5869,05/03/2020,Distributor,USD,10,94,20,8,600.58,428.99
SO5870,5/14/2020,Distributor,USD,2,162,13,9,354.42,253.16
SO5871,3/24/2020,In-Store,USD,14,70,34,3,444.37,317.41
SO5872,2/21/2020,Online,USD,22,169,37,3,335.32,239.51
SO5873,2/16/2020,Online,USD,17,292,8,2,524.48,374.63
SO5874,2/17/2020,Wholesale,USD,24,114,15,7,339.69,242.64
SO5875,4/22/2020,Online,USD,4,140,4,10,340.91,243.51
SO5876,3/25/2020,In-Store,USD,20,272,27,3,211.85,151.32
SO5877,3/22/2020,Online,USD,18,235,17,7,317.68,226.92
SO5878,02/06/2020,In-Store,USD,19,349,11,8,311.94,222.81
SO5879,2/25/2020,Online,USD,8,69,12,6,489.87,349.9
SO5880,4/13/2020,In-Store,USD,24,148,34,4,194.19,138.71
SO5881,2/25/2020,Wholesale,USD,22,250,18,3,210.3,150.21
SO5882,2/24/2020,Online,USD,18,3,6,9,238.4,170.28
SO5883,03/04/2020,Wholesale,USD,12,269,42,6,519.79,371.28
SO5884,3/28/2020,In-Store,USD,12,322,43,6,300.73,214.8
SO5885,05/01/2020,In-Store,USD,6,64,29,5,429.01,306.43
SO5886,01/01/2020,Distributor,USD,19,8,8,5,597.6,426.86
SO5887,5/23/2020,Online,USD,25,168,32,8,529.43,378.17
SO5888,5/16/2020,Online,USD,12,242,3,2,642.29,458.78
SO5889,2/28/2020,Online,USD,5,73,43,7,422.08,301.49
SO5890,4/30/2020,In-Store,USD,6,25,8,3,195.3,139.5
SO5891,1/20/2020,Wholesale,USD,19,71,11,5,625.84,447.03
SO5892,5/16/2020,Distributor,USD,19,26,3,7,302.8,216.28
SO5893,5/27/2020,Distributor,USD,24,132,13,6,213.64,152.6
SO5894,3/22/2020,Distributor,USD,21,240,22,5,618.68,441.91
SO5895,04/06/2020,Distributor,USD,24,180,26,3,587.78,419.85
SO5896,03/02/2020,Wholesale,USD,18,100,32,5,353,252.14
SO5897,04/04/2020,Distributor,USD,13,270,36,10,380.19,271.56
SO5898,2/23/2020,Distributor,USD,14,311,5,1,294.8,210.57
SO5899,1/27/2020,In-Store,USD,8,72,27,1,155.37,110.98
SO5900,1/16/2020,In-Store,USD,24,194,1,4,476.63,340.45
SO5901,05/05/2020,Online,USD,2,32,36,1,649.36,463.83
SO5902,01/10/2020,Online,USD,11,250,11,3,197.32,140.94
SO5903,2/19/2020,Distributor,USD,4,105,46,4,446.95,319.25
SO5904,01/10/2020,Online,USD,8,269,41,3,230.7,164.79
SO5905,5/26/2020,Wholesale,USD,8,113,22,2,627.95,448.53
SO5906,05/08/2020,In-Store,USD,20,287,32,3,159.43,113.88
SO5907,04/05/2020,Online,USD,8,345,10,8,491.26,350.9
SO5908,3/13/2020,In-Store,USD,4,58,26,4,431.08,307.91
SO5909,01/02/2020,Online,USD,25,48,22,9,154.15,110.11
SO5910,1/17/2020,In-Store,USD,11,98,44,7,322.07,230.05
SO5911,5/16/2020,Distributor,USD,15,318,46,1,397.81,284.15
SO5912,4/15/2020,In-Store,USD,25,178,41,7,154.31,110.22
SO5913,03/11/2020,Distributor,USD,3,29,37,7,276.12,197.23
SO5914,04/08/2020,In-Store,USD,17,324,10,4,202.38,144.56
SO5915,05/05/2020,In-Store,USD,5,325,31,2,644.49,460.35
SO5916,3/16/2020,Online,USD,20,23,25,2,377.73,269.81
SO5917,3/27/2020,In-Store,USD,4,245,4,3,347.71,248.36
SO5918,01/06/2020,Distributor,USD,15,146,42,4,392.37,280.27
SO5919,4/27/2020,Wholesale,USD,18,280,9,2,488.53,348.95
SO5920,3/29/2020,Distributor,USD,18,157,20,2,229.75,164.11
SO5921,4/28/2020,In-Store,USD,7,313,3,3,259.45,185.32
SO5922,02/06/2020,Distributor,USD,23,89,6,3,374.95,267.82
SO5923,5/13/2020,In-Store,USD,2,98,9,5,510.59,364.71
SO5924,2/24/2020,In-Store,USD,18,23,29,3,379.47,271.05
SO5925,03/08/2020,Wholesale,USD,4,276,11,5,289.91,207.08
SO5926,3/23/2020,Online,USD,20,144,35,1,473.05,337.89
SO5927,2/26/2020,Distributor,USD,25,192,11,2,274.15,195.82
SO5928,5/24/2020,In-Store,USD,14,152,8,4,539.46,385.33
SO5929,4/24/2020,Online,USD,1,211,38,2,581.11,415.08
SO5930,04/10/2020,In-Store,USD,23,193,18,3,417.12,297.94
SO5931,1/23/2020,In-Store,USD,10,211,19,5,619.18,442.27
SO5932,03/09/2020,In-Store,USD,4,62,29,5,600.91,429.22
SO5933,5/25/2020,Online,USD,22,309,45,1,238.36,170.26
SO5934,1/23/2020,Wholesale,USD,24,145,43,8,542.81,387.72
SO5935,04/04/2020,Distributor,USD,11,79,9,5,570.01,407.15
SO5936,03/12/2020,Distributor,USD,1,276,12,10,390.9,279.21
SO5937,05/05/2020,Online,USD,14,304,9,10,563.23,402.31
SO5938,01/05/2020,Distributor,USD,2,176,3,6,608.97,434.98
SO5939,4/27/2020,Distributor,USD,10,26,27,5,380.48,271.77
SO5940,05/11/2020,Distributor,USD,2,38,3,10,556.98,397.84
SO5941,2/19/2020,Online,USD,26,101,6,5,395.85,282.75
SO5942,4/16/2020,Online,USD,4,321,11,5,243.78,174.13
SO5943,3/16/2020,In-Store,USD,2,337,12,2,195.3,139.5
SO5944,4/28/2020,Wholesale,USD,15,255,33,1,571.03,407.88
SO5945,04/01/2020,In-Store,USD,23,124,22,7,600.4,428.86
SO5946,01/08/2020,Online,USD,12,158,36,3,518.26,370.18
SO5947,1/25/2020,Wholesale,USD,12,102,15,2,339.74,242.67
SO5948,5/17/2020,Wholesale,USD,14,290,33,4,365.33,260.95
SO5949,1/25/2020,Wholesale,USD,21,289,3,6,158.89,113.49
SO5950,05/12/2020,In-Store,USD,12,51,13,1,634.94,453.53
SO5951,03/10/2020,In-Store,USD,11,84,2,10,231.5,165.36
SO5952,5/27/2020,In-Store,USD,3,352,4,10,590.85,422.03
SO5953,2/19/2020,Online,USD,23,172,27,6,406.16,290.11
SO5954,3/16/2020,In-Store,USD,4,287,11,3,252.85,180.61
SO5955,03/11/2020,Distributor,USD,23,181,46,10,423.83,302.74
SO5956,3/25/2020,Online,USD,11,312,46,8,495.89,354.2
SO5957,5/25/2020,In-Store,USD,8,367,45,1,372.17,265.84
SO5958,04/12/2020,In-Store,USD,4,299,46,10,434.69,310.49
SO5959,5/30/2020,Online,USD,2,278,12,7,264.96,189.26
SO5960,01/12/2020,Distributor,USD,12,75,40,9,438.85,313.47
SO5961,2/27/2020,In-Store,USD,13,267,28,5,265.5,189.64
SO5962,4/19/2020,Distributor,USD,20,188,36,3,210.28,150.2
SO5963,1/20/2020,Distributor,USD,4,98,9,6,191.69,136.92
SO5964,01/07/2020,Online,USD,17,42,25,9,518.36,370.26
SO5965,04/02/2020,Wholesale,USD,26,341,17,2,573.11,409.36
SO5966,5/21/2020,Distributor,USD,10,132,7,1,279.3,199.5
SO5967,1/16/2020,Distributor,USD,1,233,3,5,641.34,458.1
SO5968,3/31/2020,Wholesale,USD,25,202,44,6,330.56,236.11
SO5969,4/28/2020,Online,USD,7,97,10,5,283.37,202.4
SO5970,1/26/2020,In-Store,USD,3,251,34,10,326.21,233.01
SO5971,2/21/2020,Wholesale,USD,13,341,15,3,587.83,419.88
SO5972,02/09/2020,Wholesale,USD,26,42,32,7,354.71,253.36
SO5973,5/14/2020,Wholesale,USD,5,176,36,9,244.31,174.51
SO5974,05/02/2020,Wholesale,USD,17,205,41,9,468.46,334.61
SO5975,05/02/2020,Wholesale,USD,12,367,33,7,211.12,150.8
SO5976,5/26/2020,Wholesale,USD,22,25,10,8,458.01,327.15
SO5977,4/15/2020,In-Store,USD,25,133,15,2,635.16,453.68
SO5978,05/07/2020,Online,USD,12,342,2,6,324.94,232.1
SO5979,3/27/2020,Distributor,USD,13,23,1,10,184.83,132.02
SO5980,2/17/2020,Online,USD,10,215,47,7,529.66,378.33
SO5981,5/27/2020,In-Store,USD,15,346,1,7,567.09,405.06
SO5982,2/14/2020,In-Store,USD,6,9,3,6,213.71,152.65
SO5983,04/07/2020,Wholesale,USD,22,189,41,1,588.12,420.09
SO5984,1/14/2020,Distributor,USD,21,104,2,7,238.24,170.17
SO5985,5/20/2020,Online,USD,25,349,17,6,314.23,224.45
SO5986,05/06/2020,Wholesale,USD,7,356,36,5,470.91,336.36
SO5987,01/08/2020,Online,USD,10,9,34,1,443.86,317.04
SO5988,01/04/2020,Wholesale,USD,11,355,34,7,417.22,298.01
SO5989,5/19/2020,Wholesale,USD,22,187,40,8,162.96,116.4
SO5990,4/16/2020,Online,USD,19,257,46,8,394,281.43
SO5991,1/24/2020,Distributor,USD,23,313,14,4,387.99,277.14
SO5992,05/04/2020,Wholesale,USD,15,245,34,2,567.83,405.59
SO5993,03/04/2020,Wholesale,USD,19,37,46,8,388.38,277.42
SO5994,05/03/2020,Online,USD,12,35,24,5,316.21,225.86
SO5995,02/10/2020,Online,USD,19,159,4,4,454.18,324.41
SO5996,03/03/2020,Online,USD,25,329,15,3,495.13,353.66
SO5997,1/28/2020,Online,USD,26,277,20,9,354.14,252.96
SO5998,1/28/2020,Wholesale,USD,16,132,33,9,299.2,213.71
SO5999,03/03/2020,Online,USD,17,74,12,10,488.7,349.07
SO6000,03/11/2020,Online,USD,5,58,45,1,566.34,404.53
SO6001,4/23/2020,In-Store,USD,11,191,22,7,242.38,173.13
SO6002,3/21/2020,In-Store,USD,4,248,44,7,454.06,324.33
SO6003,3/13/2020,Wholesale,USD,23,247,28,3,189.6,135.43
SO6004,1/28/2020,Wholesale,USD,13,265,44,2,591.43,422.45
SO6005,1/16/2020,Wholesale,USD,24,54,36,7,404.06,288.61
SO6006,1/31/2020,Online,USD,19,34,30,7,385.51,275.37
SO6007,3/16/2020,In-Store,USD,9,282,47,2,273.05,195.04
SO6008,02/12/2020,Distributor,USD,20,233,21,8,331.89,237.07
SO6009,04/08/2020,Distributor,USD,9,21,11,3,333.43,238.16
SO6010,2/15/2020,In-Store,USD,24,244,16,7,264.33,188.81
SO6011,02/03/2020,Online,USD,10,145,44,7,258.03,184.31
SO6012,02/10/2020,Online,USD,21,362,43,6,635.9,454.22
SO6013,03/03/2020,In-Store,USD,23,199,14,1,272.83,194.88
SO6014,01/11/2020,Wholesale,USD,16,306,2,6,522.08,372.91
SO6015,5/31/2020,Online,USD,15,101,15,8,384.17,274.41
SO6016,5/27/2020,Online,USD,21,158,18,2,189.58,135.42
SO6017,3/14/2020,In-Store,USD,11,76,15,2,437.69,312.64
SO6018,3/22/2020,Online,USD,14,32,1,1,168.03,120.02
SO6019,4/28/2020,Wholesale,USD,17,7,27,10,648.95,463.53
SO6020,2/14/2020,Wholesale,USD,7,347,17,6,409.61,292.58
SO6021,4/22/2020,Distributor,USD,4,253,15,10,366.8,262
SO6022,03/03/2020,In-Store,USD,7,306,23,5,241.4,172.43
SO6023,3/20/2020,Wholesale,USD,1,168,47,8,471.02,336.45
SO6024,02/02/2020,Online,USD,22,309,39,3,441.04,315.03
SO6025,4/25/2020,Online,USD,18,219,43,1,401.8,287
SO6026,02/02/2020,Distributor,USD,7,202,43,1,374.8,267.71
SO6027,4/18/2020,Wholesale,USD,7,82,14,1,482.92,344.94
SO6028,1/13/2020,Online,USD,16,18,24,10,296.38,211.7
SO6029,1/14/2020,Online,USD,6,267,25,6,285.98,204.27
SO6030,4/14/2020,Wholesale,USD,10,64,16,2,492.9,352.07
SO6031,02/02/2020,Online,USD,24,209,18,5,440.89,314.92
SO6032,1/18/2020,Online,USD,19,223,16,5,612.91,437.79
SO6033,04/05/2020,Online,USD,24,184,41,4,393.3,280.93
SO6034,03/01/2020,Wholesale,USD,12,271,1,1,632.43,451.73
SO6035,2/22/2020,In-Store,USD,16,168,27,6,266.07,190.05
SO6036,1/26/2020,Distributor,USD,3,166,15,8,531.29,379.49
SO6037,2/27/2020,In-Store,USD,16,252,26,1,577.62,412.59
SO6038,04/12/2020,Distributor,USD,4,98,16,7,386.35,275.97
SO6039,02/01/2020,In-Store,USD,11,322,37,3,208.88,149.2
SO6040,4/24/2020,In-Store,USD,10,155,21,10,208.35,148.82
SO6041,2/26/2020,Online,USD,23,122,7,8,650.24,464.46
SO6042,4/18/2020,Wholesale,USD,3,335,43,9,477.34,340.96
SO6043,02/10/2020,Distributor,USD,9,160,9,3,637.63,455.45
SO6044,2/14/2020,Online,USD,8,191,47,8,449.2,320.86
SO6045,5/15/2020,Online,USD,4,362,16,1,481.66,344.04
SO6046,5/31/2020,Wholesale,USD,12,128,2,8,448.46,320.33
SO6047,1/25/2020,Distributor,USD,7,61,2,1,449.44,321.03
